truth-value,predicate,data
0.9806564362258059,'(IMP (AND  "chlorides"  "total_sulfur_dioxide")  "quality")',"'[{:label \"chlorides\" :colname \"chlorides\" :f [FPG 0.4872339173588788 0.9132026744177109 0.9233824507936528]}, {:label \"total_sulfur_dioxide\" :colname \"total_sulfur_dioxide\" :f [FPG 145.06891238083963 279.71957990562515 0.9979992746754098]}, {:label \"quality\" :colname \"quality\" :f [FPG 9.000466930502157 10.582575341153468 0.24549842163643665]}]'"
0.9804157467803484,'(IMP (AND  "free_sulfur_dioxide"  "chlorides")  "quality")',"'[{:label \"free_sulfur_dioxide\" :colname \"free_sulfur_dioxide\" :f [FPG 46.4031314097995 58.89994481394187 0.2819517527721992]}, {:label \"chlorides\" :colname \"chlorides\" :f [FPG 0.9851245197861767 1.5563723385926838 0.9270404156445964]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.9002415239128503 6.908558236098275 0.6967471129789531]}]'"
0.9788046785228793,'(IMP (AND  "density"  "total_sulfur_dioxide"  "fixed_acidity")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.1497993252749137 1.7541652317852914 0.7788840420162448]}, {:label \"total_sulfur_dioxide\" :colname \"total_sulfur_dioxide\" :f [FPG 100.36415008555804 268.8813732270216 0.6431370219271735]}, {:label \"fixed_acidity\" :colname \"fixed_acidity\" :f [FPG 4.832755034055546 5.37772161838665 0.7285779187657265]}, {:label \"quality\" :colname \"quality\" :f [FPG 4.427431073624289 6.167972267595213 0.36285756813512904]}]'"
0.9764733957750577,'(IMP  "alcohol"  "quality")',"'[{:label \"alcohol\" :colname \"alcohol\" :f [FPG 9.132094814439933 8.679942632148038 0.94100077517562]}, {:label \"quality\" :colname \"quality\" :f [FPG 5.579347593764885 11.512899803342746 0.4528287057745628]}]'"
0.9755356956647374,'(IMP (AND  "density"  "alcohol")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.460550413063105 1.7502631269764346 0.9646713927087073]}, {:label \"alcohol\" :colname \"alcohol\" :f [FPG 9.196241410186827 14.114624163514367 0.9845959919521172]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.300093560367013 10.888887903286266 0.8799388532520749]}]'"
0.9753882339457879,'(IMP  "chlorides"  "quality")',"'[{:label \"chlorides\" :colname \"chlorides\" :f [FPG 0.012053076899478944 1.4808032156308355 0.9844729191062795]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.487648855371078 9.550174382233834 0.12355030191159166]}]'"
0.9740335880301985,'(IMP (AND  "density"  "citric_acid"  "pH")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.140562762596584 1.5739487725546528 0.908582527815561]}, {:label \"citric_acid\" :colname \"citric_acid\" :f [FPG 0.3096860901862817 0.6430602868332993 0.29303029713805784]}, {:label \"pH\" :colname \"pH\" :f [FPG 3.556485172398764 3.957147063642655 0.9498086928847994]}, {:label \"quality\" :colname \"quality\" :f [FPG 4.201992599536856 5.3843293009500055 0.4678797869814233]}]'"
0.972214051322243,'(IMP (AND  "chlorides"  "citric_acid"  "volatile_acidity"  "fixed_acidity")  "quality")',"'[{:label \"chlorides\" :colname \"chlorides\" :f [FPG 0.04702482939164088 1.5804955516895955 0.9338702421389734]}, {:label \"citric_acid\" :colname \"citric_acid\" :f [FPG 0.5907286050933352 1.7684614658726823 0.8983837859844709]}, {:label \"volatile_acidity\" :colname \"volatile_acidity\" :f [FPG 0.9220779711856029 2.208476596749015 0.3563645404924505]}, {:label \"fixed_acidity\" :colname \"fixed_acidity\" :f [FPG 5.591725083123912 8.698972412480735 0.28731985561513107]}, {:label \"quality\" :colname \"quality\" :f [FPG 4.500174391748299 6.372413798988487 0.31523915673220704]}]'"
0.950299325809146,'(IMP (OR  "free_sulfur_dioxide"  "density"  "fixed_acidity")  "quality")',"'[{:label \"free_sulfur_dioxide\" :colname \"free_sulfur_dioxide\" :f [FPG 13.16955163574577 59.068994993678444 0.5999898920729435]}, {:label \"density\" :colname \"density\" :f [FPG 1.050288146394794 1.6832288281555097 0.804331772894578]}, {:label \"fixed_acidity\" :colname \"fixed_acidity\" :f [FPG 5.6433797667810754 4.746296737665173 0.7791280072431546]}, {:label \"quality\" :colname \"quality\" :f [FPG 4.2854830508455795 7.909572434201284 0.08530472637600284]}]'"
0.9480266158332021,'(IMP  "citric_acid"  "quality")',"'[{:label \"citric_acid\" :colname \"citric_acid\" :f [FPG 0.022611905607359498 0.030949640796468003 0.6483642803087677]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.156574470299744 8.040376728892113 0.7494490992588]}]'"
0.9468365168146519,'(IMP (NOT  "density")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.2318149230149555 1.060497612727699 0.9083570652830538]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.6198223811465624 10.559035891512131 0.2020692473692941]}]'"
0.9398235700769196,'(IMP  "volatile_acidity"  "quality")',"'[{:label \"volatile_acidity\" :colname \"volatile_acidity\" :f [FPG 0.9915168768112512 0.8799898515095178 0.14582645307288722]}, {:label \"quality\" :colname \"quality\" :f [FPG 3.8346815850704035 6.797025439605719 0.5203669530338028]}]'"
0.9382571890680803,'(IMP (OR  "density"  "free_sulfur_dioxide")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.5601401807028252 1.101975800239001 0.3540239992728892]}, {:label \"free_sulfur_dioxide\" :colname \"free_sulfur_dioxide\" :f [FPG 7.095074303749898 72.64835132266714 0.9245963213415521]}, {:label \"quality\" :colname \"quality\" :f [FPG 4.670441679458011 11.15999986054396 0.036962841440769334]}]'"
0.9221667819997714,'(IMP (OR  "density"  "pH")  "quality")',"'[{:label \"density\" :colname \"density\" :f [FPG 1.0244400689403723 1.3987066494654954 0.7342500096009901]}, {:label \"pH\" :colname \"pH\" :f [FPG 4.175235697375493 3.969580534779106 0.24178948938625988]}, {:label \"quality\" :colname \"quality\" :f [FPG 6.6472196421945124 7.636785284625409 0.05944617697098631]}]'"
